Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Watering Required,Risk of Disease,Soil Acidity,Acidity status,Soil Fertility,Optimal Growth Conditions,Evapotranspiration Rate,Irrigation Scheduling
76,17,35,22,31.27,11.44,1.42,58.54,101.01,7.368318809,62.83469851,59,58,17,19.5070603,64.212,0.162157902,neutral,124.5421768,56.848,12.65,6.149590447
20,37,47,9,31.06,11.32,1.26,63.55,101,7.26154329,66.47264636,29,63,17,84.82747073,24.936,0.206178431,neutral,99.1169197,28.744,22.65,67.55820609
5,20,48,48,30.84,11.2,1.1,68.57,101,6.52669158,66.69096751,59,63,18,91.3318065,-2.24,1.006338461,neutral,129.7686841,24.14,14.15,62.99270975
48,4,60,97,30.68,11.05,1.24,65.38,101,6.872594461,74.16699119,29,70,15,38.79460176,49.505,0.618179626,neutral,103.9108161,29.782,6.048,-6.750097357
53,27,23,0,30.52,10.9,1.38,62.19,101,6.874142175,64.89517488,58,73,16,47.10696502,47.05,0.683689198,neutral,136.4118995,55.424,17.446,39.53144754
18,11,58,56,30.36,10.76,1.52,59,101,7.76061831,64.77651469,55,77,22,74.08869706,17.388,-0.234608695,basic,141.3675672,22.064,9.348,46.56704559
71,24,25,35,30.2,10.61,1.66,55.81,101,6.781841984,68.56507978,42,79,23,26.78898404,61.333,0.715320341,neutral,131.3472894,61.706,15.746,2.930476066
7,2,62,0,29.96,10.67,2.06,55.18,101,7.326980454,61.83876146,44,77,21,81.01424771,15.291,0.181366808,neutral,129.8711137,8.014,4.65,86.44837156
89,22,34,13,29.72,10.73,2.47,54.55,101.01,7.453975408,63.37784443,38,62,25,8.583431114,76.659,0.000609064,neutral,113.4822172,69.33,14.551,-2.513353329
85,11,23,52,29.55,10.91,2.62,52.28,101.02,7.604110177,43.35795377,32,76,15,11.04240925,78.683,-0.095268273,basic,111.9771229,56.414,9.078,-12.00738613
71,41,68,3,29.38,11.09,2.76,50,101.02,7.728832424,46.83130119,13,61,22,39.30573976,75.697,-0.370354347,basic,84.9898173,51.49,24.108,25.45060964
85,26,30,9,29.08,11.83,2.76,51.08,101.02,7.491217102,46.80452595,38,60,20,17.81109481,75.779,-0.017597257,neutral,107.656148,71.342,16.904,8.458642215
2,37,55,98,28.78,12.57,2.77,52.17,101.02,6.633864582,46.6352865,11,74,17,106.3419427,9.371,0.75301012,neutral,90.94370521,20.702,22.697,47.00941405
29,36,52,77,28.58,11.84,2.65,51.08,101.02,7.324863481,46.13833007,37,71,16,78.97733399,33.262,0.185237426,neutral,113.4725956,35.252,21.941,30.65850098
60,18,48,14,28.39,11.11,2.53,50,101.03,6.410441476,53.46622584,29,71,18,37.54775483,50.353,1.063518919,acidic,106.887309,50.802,12.685,28.96013225
46,21,23,38,28.18,10.69,2.53,46.82,101.04,7.836719564,50.89110726,2,72,18,53.56277855,37.247,-0.62877541,basic,80.61429631,46.886,14.017,31.73266782
89,10,51,77,27.96,10.27,2.53,43.64,101.04,6.139215944,50.90994463,6,59,21,5.059011074,83.441,1.143261504,acidic,75.29745116,57.47,8.349,-30.77298339
76,20,49,2,27.7,9.77,2.74,39.73,101.05,6.590571088,36.46946971,13,64,20,25.88410606,64.301,0.782238929,neutral,86.31339976,61.238,13.086,24.05915909
72,36,23,59,27.45,9.28,2.95,35.82,101.06,7.286049978,35.15426171,8,58,17,38.08414766,74.054,0.044617143,neutral,73.59976502,57.504,20.827,-0.046278513
18,15,29,24,27.18,8.56,3.27,34.76,101.06,6.058306161,49.14337177,6,77,20,78.69032565,17.478,1.255677101,acidic,90.64081431,27.904,9.943,67.25698847
29,9,47,17,26.9,7.84,3.59,33.7,101.06,6.658605362,52.55730112,2,75,22,63.91153978,33.002,0.533353922,neutral,86.86102375,27.804,6.559,58.73280966
56,20,45,62,26.62,7.12,3.91,32.64,101.05,7.299360767,42.96018627,3,69,23,44.23496275,49.326,-0.079638309,neutral,83.29044746,52.704,11.675,12.11194412
59,39,34,85,26.35,6.4,4.23,31.58,101.05,7.815210661,49.02366803,27,80,24,49.42626639,68.05,-0.365229694,basic,117.6293525,49.604,20.791,-4.207100409
45,42,65,51,26.11,6.04,4.93,30.42,101.05,5.925391795,41.78219834,39,78,15,66.16456033,58.802,1.605830232,acidic,120.4477743,40.236,21.937,28.9653405
31,2,64,40,25.87,5.68,5.63,29.27,101.05,6.403683619,38.71834464,40,79,17,60.56733107,43.954,1.118827777,acidic,124.2825785,23.868,1.583,49.38449661
2,2,28,51,25.84,6.68,5.87,29.82,101.06,7.397546271,49.78102578,37,62,22,87.28279484,17.394,0.067154713,neutral,110.1217176,9.36,1.911,69.56569227
74,9,24,9,25.81,7.67,6.11,30.38,101.08,7.722335992,51.92057267,31,60,24,18.28288547,76.141,-0.287308198,basic,103.6943648,52.354,5.735,17.9238282
48,3,64,4,25.54,6.58,6.91,27.19,101.09,7.475926645,54.9393771,22,67,22,40.43912458,59.104,-0.055457383,neutral,99.56685135,34.212,2.059,45.51818687
1,38,62,100,25.26,5.5,7.71,24,101.1,6.887130053,50.89732989,3,78,18,105.507534,19.16,0.369364883,neutral,87.52099104,24.568,18.887,45.73080103
43,9,53,30,25.28,7.46,7.66,28.22,101.12,7.441976825,44.93261911,4,80,16,50.21547618,49.938,-0.142403598,neutral,88.49061622,38.136,5.186,40.52021427
28,0,42,6,25.31,9.41,7.62,32.43,101.13,7.629910253,49.39111479,13,61,24,59.83577704,42.233,-0.280133314,basic,86.65906282,21.214,1.478,66.18266556
30,14,65,24,25.26,7.4,7.82,24.32,101.14,7.336117221,44.43177543,12,66,20,65.76764491,34.44,0.031765691,neutral,87.16471795,36.776,7.614,56.67046737
20,7,37,104,25.22,5.39,8.02,16.22,101.14,6.75020529,48.77790371,4,61,21,71.33841926,32.647,0.495059289,neutral,75.5251437,25.338,3.25,25.36662889
14,40,69,36,25.12,5.28,8.57,13.88,101.15,7.52178027,40.37113729,9,60,21,95.35477254,33.474,-0.1970756,basic,79.43475381,29.8,19.541,67.88865881
86,22,56,38,25.02,5.16,9.13,11.54,101.16,6.347379185,47.89645224,18,66,22,12.68170955,84.518,1.05151922,acidic,94.54316543,74.272,10.325,-7.368935672
47,40,69,9,24.96,5.33,9.58,17.09,101.16,7.135251532,46.05333124,32,56,18,60.91533375,64.149,0.324820052,neutral,96.70532393,47.098,19.258,46.68400063
28,44,45,50,24.91,5.5,10.03,22.64,101.17,7.670178119,54.49044154,6,72,15,80.09291169,50.58,-0.33414058,basic,82.33087532,33.924,21.191,42.65286754
27,27,57,5,24.74,4.6,10.19,15.8,101.19,7.399749291,49.04015558,15,77,20,73.63496888,36.87,0.005863044,neutral,100.0201755,50.732,12.283,67.78795333
84,44,32,41,24.57,3.69,10.35,8.96,101.21,7.841496029,53.14531023,0,65,24,24.26593795,102.567,#NAME?,basic,77.11095278,62.542,20.371,-8.443593069
32,37,46,51,24.39,3.95,10.43,9.84,101.22,6.254216611,48.60449438,30,79,22,73.65010112,50.065,1.213743667,acidic,118.1779516,43.554,16.951,39.91865169
56,27,59,65,24.21,4.21,10.51,10.71,101.22,6.868881708,53.13946695,3,63,16,43.71910661,63.563,0.378034121,neutral,72.4082172,65.566,12.031,7.558159915
53,4,32,29,24.11,4.08,10.78,11.32,101.24,7.320514721,45.42616802,2,78,23,36.6807664,68.424,-0.129078542,neutral,90.3756397,41.308,0.398,30.87214959
79,23,67,88,24.01,3.94,11.06,11.94,101.25,6.296976913,44.07819743,10,78,18,20.36636051,81.802,1.079915303,acidic,94.10788384,73.56,9.758,-24.22345923
37,45,63,20,23.95,4.01,11.08,11.12,101.26,7.241151936,49.37369982,14,67,25,72.30126004,61.573,0.121335476,neutral,94.13119364,38.562,20.78,50.18789005
23,29,23,6,23.89,4.09,11.1,10.3,101.28,7.685959305,41.02682925,39,65,23,79.96463415,36.137,-0.215713835,basic,115.4198285,47.562,12.806,73.69195123
25,4,23,10,23.67,3.95,11.68,11.3,101.28,6.890760124,44.08562546,19,72,15,64.67887491,44.215,0.560545366,neutral,95.72353209,28.054,0.076,68.77431236
43,39,46,92,23.45,3.81,12.27,12.31,101.27,6.155915975,49.47371773,18,57,21,62.92425645,63.503,1.232974084,acidic,85.50914118,48.554,17.343,8.157884681
43,33,51,69,23.3,3.96,12.64,15.46,101.27,6.167855382,45.36521251,31,58,15,60.6349575,58.968,1.310782619,acidic,94.61749877,54.82,14.292,20.89043625
44,10,69,77,23.15,4.12,13.01,18.6,101.27,6.861640036,37.81123974,28,58,25,49.53475205,57.726,0.555737134,neutral,100.103148,44.584,2.745,18.15662808
69,37,47,5,22.8,3.54,14.4,13.99,101.28,6.978361689,48.80253285,5,65,19,35.41949343,87.622,0.305576931,neutral,78.68485318,65.312,15.596,25.85924015
30,15,43,50,22.46,2.95,15.8,9.38,101.29,7.043160241,42.72374404,16,65,19,64.21525119,44.735,0.35709346,neutral,89.66978783,45.05,3.94,44.18287679
71,21,36,76,21.69,2.89,18.59,7.68,101.3,5.94239222,45.40277297,34,65,19,24.84244541,81.267,1.533238662,acidic,106.9596746,73.794,6.079,-10.62083189
59,15,43,89,20.92,2.83,21.38,5.97,101.31,7.239455147,52.39881209,14,69,19,31.60623758,76.499,0.153417339,neutral,91.1323814,64.038,2.218,-7.219643627
54,28,50,65,20.46,2.71,23.44,5.66,101.31,6.516317561,49.73922097,22,55,16,43.02015581,76.543,0.916261131,neutral,83.96142229,74.21,8.052,10.57823371
66,20,34,47,20,2.6,25.5,5.36,101.32,6.233269045,38.30411077,24,61,17,28.68917785,83.08,1.21230239,acidic,91.96328833,75.88,3.39,11.00876677
76,6,53,87,19.53,2.48,27.56,5.05,101.32,7.505283615,35.75107592,2,79,15,11.58178482,105.424,-0.269829132,basic,84.74630147,68.552,-4.276,-18.22532278
13,32,40,6,19.07,2.36,29.62,4.74,101.32,6.950300686,44.95654782,26,63,17,85.12269044,49.268,0.506501106,neutral,96.26521048,54.724,8.058,82.51303565
55,2,50,88,18.78,2.19,33.3,5.54,101.32,6.958054839,48.33941188,27,61,15,26.34211762,95.667,0.511811214,neutral,93.87063839,58.702,-8.114,-1.501823564
45,19,68,13,18.49,2.02,36.98,6.35,101.32,6.54803469,35.03484812,24,70,16,46.39903038,76.866,0.917361345,neutral,99.48362428,73.68,-0.786,49.98954556
60,19,34,2,18.4,2.62,38.71,9.91,101.32,6.461618577,44.23629285,13,74,25,29.03974143,91.676,0.903395286,acidic,99.223133,82.444,-1.065,37.72911215
10,38,28,34,18.3,3.21,40.44,13.48,101.33,7.065264073,36.18678721,6,64,23,89.63064256,61.593,0.216250761,neutral,81.95431515,55.71,8.152,74.14396384
39,24,27,92,18.44,3.32,41.26,13.56,101.34,6.765091462,50.43306085,12,58,23,50.53538783,77.236,0.575894082,neutral,82.43556402,78.844,0.95,11.87008175
67,34,39,16,18.58,3.42,42.07,13.64,101.34,5.91645379,54.37814199,32,79,22,26.5033716,111.176,1.55796034,acidic,119.9415177,89.472,5.747,20.6865574
67,31,26,25,18.34,3.54,44.31,14.76,101.34,6.711341147,47.26052494,6,68,18,25.75489501,110.932,0.600748395,neutral,81.3979388,94.24,3.623,18.32184252
9,0,49,30,18.09,3.66,46.55,15.89,101.34,6.379881442,38.21370568,10,79,20,69.39225886,68.088,0.987748625,acidic,96.66591701,44.008,-12.501,76.5358883
74,0,64,92,17.87,3.46,48.2,15.18,101.34,6.313284268,35.36831423,38,77,22,4.466337154,128.378,1.175750645,acidic,124.419299,77.868,-13.076,-18.61049427
43,45,35,29,17.64,3.25,49.85,14.46,101.35,7.393210848,37.11395801,17,74,17,57.1222084,106.275,0.037195661,neutral,96.92475241,72.73,8.845,43.3658126
5,35,56,55,17.48,3.29,50.66,11.18,101.35,7.504930973,37.15824966,26,68,24,89.87035007,64.857,-0.074975932,basic,106.0465483,64.37,3.618,68.3525251
60,42,46,98,17.32,3.33,51.46,7.89,101.35,7.198076286,48.28137482,23,75,17,35.90572504,120.729,0.263900613,neutral,103.9613466,85.502,6.894,-11.48441245
22,28,25,35,17.16,3.12,52.26,6.94,101.35,7.007037515,53.40906048,32,78,22,65.6401879,76.276,0.466102713,neutral,119.7950737,81.184,-0.43,56.47728186
78,1,70,45,17,2.91,53.06,5.99,101.35,6.677262562,42.89509057,19,79,19,-1.997018114,136.423,0.759682223,neutral,105.0740838,84.866,-14.254,-1.368527171
15,19,30,52,17.11,3.38,53.95,11.57,101.35,6.74398035,41.7704893,22,60,18,69.96090214,65.884,0.685521176,neutral,90.22078625,71.984,-5.333,58.46885321
63,38,48,17,17.22,3.86,54.84,17.14,101.36,6.547361618,35.69674138,28,69,16,32.40865172,123.238,0.932010611,neutral,102.5831531,93.6,4.092,29.79097759
64,15,65,24,17.28,4.17,54.7,17.38,101.36,6.551577598,48.06491307,1,67,21,17.47701739,113.381,0.56443942,neutral,77.78610432,92.926,-7.242,21.58052608
79,33,45,82,17.34,4.48,54.57,17.61,101.36,6.585020303,45.49683991,12,67,23,12.02963202,132.934,0.770390202,neutral,90.40951421,106.26,1.921,-21.64905197
59,33,52,47,17.41,4.78,54.43,17.85,101.35,6.924042372,53.31508572,36,67,20,30.50798286,114.584,0.555205556,neutral,112.2468297,96.088,2.083,13.50547428
31,44,21,9,17.47,5.09,54.3,18.08,101.35,7.437373666,39.18374505,28,70,21,66.87325099,97.837,0.016244065,neutral,107.4938384,70.922,7.746,64.74487649
17,0,49,24,17.53,5.4,54.16,18.32,101.35,7.142611056,42.19740397,12,71,19,58.31251921,81.68,0.237703699,neutral,91.00017226,53.748,-14.088,70.34077881
87,0,69,3,17.92,5.01,49.74,15.48,101.35,7.74672376,37.46160727,22,68,16,-9.414321454,140.533,-0.292927616,basic,95.47729337,85.29,-12.918,12.26151782
89,42,32,42,18.3,4.62,45.32,12.63,101.35,6.300479414,51.54922825,26,66,22,8.09415435,139.786,1.135191469,acidic,102.5103356,94.832,9.252,-13.46476848
66,4,25,33,18.21,4.11,44.74,15.92,101.34,6.078724107,50.6128521,16,65,16,12.45542958,114.063,1.33871462,acidic,86.65510687,74.97,-9.778,14.31614437
56,24,40,48,18.12,3.6,44.16,19.2,101.34,6.76660668,46.90725077,14,59,22,33.37054985,95.24,0.595948552,neutral,84.53662468,89.608,0.192,17.92782477
14,1,57,63,18.1,3.85,43.17,14.13,101.34,7.641024177,49.55213308,33,59,19,63.63857338,68.275,-0.178063574,basic,100.8512831,44.766,-10.911,51.63436008
19,31,63,24,18.08,4.1,42.18,9.06,101.34,6.559681838,41.45486619,21,63,17,75.55502676,65.21,0.875762544,neutral,90.99177729,68.424,4.486,68.56354014
3,37,29,29,18.2,4.33,39.95,19.72,101.34,7.072923306,36.68284038,0,69,21,96.17843192,53.219,#NAME?,neutral,78.84895369,52.594,8.247,83.49514789
71,31,68,54,18.33,4.56,37.72,30.38,101.34,7.732194788,39.00992137,10,75,17,25.38201573,107.228,-0.353508802,basic,90.58746365,90.764,6.008,2.297023589
74,16,37,50,18.42,4.55,35.2,20.82,101.34,6.157782589,52.50812701,30,61,18,12.9383746,101.815,1.30438736,acidic,98.71044781,83.25,-0.74,-2.752438103
21,35,57,80,18.51,4.54,32.68,11.27,101.35,7.240988401,47.01510708,0,74,17,77.29297858,60.402,#NAME?,neutral,80.03130812,57.736,9.512,36.89546788
87,10,43,13,18.57,4.27,30.62,12.16,101.35,6.898905799,42.87274897,35,74,22,0.239450206,113.931,0.577931271,neutral,119.1292341,80.142,-2.478,5.638175309
22,22,59,96,18.62,4,28.56,13.04,101.36,6.818681086,53.04669416,7,63,24,69.82266117,47.16,0.472418019,neutral,82.77307676,58.048,4.032,26.08599175
86,11,30,78,18.51,4.1,28.4,21.9,101.36,6.261937875,46.48280681,9,56,17,1.683438638,110.13,1.076998417,acidic,72.48335651,78.9,-1.38,-26.94484204
3,24,68,95,18.4,4.19,28.24,30.77,101.36,6.493036868,49.94043064,14,74,15,90.53991387,31.207,0.930470354,acidic,92.24512581,50.254,5.204,46.51787081
31,16,69,3,18.4,3.94,27.62,19.93,101.35,7.042474679,36.5011366,14,76,20,61.41377268,55.962,0.354931161,neutral,98.37026772,55.808,1.29,68.54965902
16,32,62,87,18.39,3.68,26.99,9.09,101.35,7.692013657,50.17067771,36,65,16,81.86886446,48.414,-0.193481908,basic,106.8155904,53.856,9.375,37.44879669
87,4,28,40,18.42,4.1,26.06,10.66,101.34,6.250994223,46.62370222,28,67,21,-2.142740444,114.29,1.198243246,acidic,104.575696,70.528,-4.178,-8.987110666
4,12,44,10,18.44,4.51,25.13,12.24,101.34,6.052184881,53.12442925,28,79,16,83.83611415,31.973,1.440721483,acidic,111.2365294,36.202,0.265,87.06267123
54,30,67,49,18.52,4.9,24.14,11.68,101.34,7.002216044,44.23913012,40,61,22,44.91017398,77.31,0.468655042,neutral,112.4984488,72.332,9.718,20.22826096
11,39,62,27,18.59,5.29,23.14,11.11,101.33,7.272427638,41.61080544,10,70,19,93.23583891,44.537,0.088236498,neutral,88.00930065,40.954,14.674,75.01675837
41,21,23,58,18.64,5.68,22.22,14.86,101.32,5.962001484,36.10211371,12,80,19,55.61357726,55.944,1.430247947,acidic,98.47340104,61.14,6.106,31.16936589
89,27,20,34,18.69,6.07,21.29,18.6,101.31,7.080506001,51.02372773,37,77,20,7.908254454,102.741,0.415393105,neutral,122.2436458,90.318,9.541,-9.307118319
2,35,23,8,18.82,6.54,20.79,18.26,101.3,6.593798387,51.56461082,0,67,22,98.95007784,30.012,#NAME?,neutral,77.61565887,38.324,13.879,90.53061675
76,42,39,86,18.94,7.02,20.29,17.91,101.3,7.28805662,45.20841071,7,73,25,29.87131786,101.376,0.013692757,neutral,92.49836037,67.828,17.721,-20.56252321
29,6,60,52,18.94,6.84,20.45,23.77,101.3,7.32710972,46.10585191,10,56,18,58.64382962,52.962,0.016646783,neutral,74.5710232,38.492,-0.399,43.16824443
9,32,29,96,18.93,6.67,20.62,29.63,101.3,6.366355781,47.9271552,39,70,15,91.22856896,33.651,1.154044888,acidic,113.556449,44.662,12.482,40.62185344
67,27,52,110,18.96,7.06,20.93,25.44,101.3,7.011121216,52.60285259,26,56,22,29.70042948,81.888,0.408119362,neutral,93.99221515,78.832,10.045,-25.78085578
78,9,68,48,18.99,7.44,21.24,21.24,101.29,6.280725549,38.07659414,9,77,17,12.51268117,95.032,1.090056117,acidic,91.39650788,66.504,1.104,-1.422978242
12,10,34,100,18.84,6.74,21.72,18.9,101.28,7.621494566,40.8106299,4,59,19,78.32187402,35.802,-0.369555283,basic,71.8649538,35.028,1.18,37.75681103
22,42,35,63,18.7,6.04,22.2,16.55,101.28,7.630424083,53.10207889,34,73,15,81.71958422,55.372,-0.119547107,basic,111.2587031,42.552,16.756,42.56937633
40,5,65,32,18.59,5.64,22.5,14.82,101.28,7.802212437,40.74536757,33,77,15,47.60092649,66.552,-0.288986159,basic,113.7384513,44.872,-1.994,43.77638973
85,24,42,99,18.48,5.24,22.8,13.1,101.27,5.922935513,111.9684622,2,24,38,-2.23369244,98.832,1.100425972,acidic,53.24605486,86.692,7.256,-56.09053866
54,18,29,9,18.37,4.85,23.11,11.37,101.26,5.937649578,108.0458926,6,18,37,26.45782148,69.915,1.169471753,acidic,51.0563547,65.518,4.007,21.08623222
76,37,28,63,18.26,4.45,23.41,9.64,101.26,6.804781106,102.5184759,8,26,36,14.97330482,102.295,0.370620808,neutral,60.06334677,75.838,13.257,-26.25554277
30,9,49,7,18.02,4.46,24.06,12.28,101.26,6.424670614,110.2316633,37,18,39,45.23566734,56.738,0.859102188,acidic,83.99726943,45.356,-0.934,45.43050101
28,14,70,12,17.79,4.48,24.7,14.91,101.25,6.738016221,109.3905998,0,27,38,49.71188004,51.564,#NAME?,neutral,54.51661135,49.864,1.382,45.18282006
33,6,31,33,17.91,5.84,24.15,23.04,101.25,6.497366677,109.4169192,31,25,38,40.87161616,60.962,0.80416101,acidic,83.54815667,43.652,-1.909,29.67492424
47,36,39,53,18.03,7.2,23.6,31.17,101.25,6.327673765,104.8955643,21,21,38,42.94088714,73.66,0.917472107,acidic,69.82937164,61.94,13.8,7.03133071
27,42,27,68,18.03,7.46,23.28,34.94,101.24,6.36137446,106.9659201,6,30,40,65.62281598,59.958,0.78903328,acidic,64.55296212,45.632,17,18.91022397
73,8,49,17,18.02,7.71,22.96,38.71,101.24,6.923509371,108.0423555,25,27,41,2.5035289,92.863,0.356604691,neutral,82.04645656,64.326,0.196,-1.91270665
7,44,69,93,17.91,6.65,22.76,31.12,101.24,6.630646083,109.3930157,15,11,38,86.29339686,43.605,0.516189848,neutral,55.04145226,33.378,17.832,25.68209529
49,18,56,86,17.8,5.59,22.57,23.53,101.24,5.832525853,104.7693804,14,5,36,32.27512392,64.357,1.233971777,acidic,46.4827681,62.438,4.465,-11.43081412
83,20,51,2,17.66,5.32,22.48,17.2,101.24,6.738993954,105.7595811,16,10,41,-0.89591622,93.456,0.397166221,neutral,57.61729577,81.42,5.384,-3.72787433
8,5,40,41,17.53,5.05,22.4,10.86,101.24,5.782435567,108.3168858,36,7,37,66.11662284,38.065,1.40941555,acidic,71.0477049,28.91,-2.2,51.00493426
85,44,31,47,17.48,5.08,22.46,12.06,101.24,6.537042717,104.5375109,4,20,41,9.35449782,114.604,0.52980274,neutral,54.4759299,72.452,17.294,-27.86125327
36,25,36,44,17.43,5.12,22.52,13.26,101.24,6.145104401,107.6836871,29,22,40,48.20726258,55.336,1.131841482,acidic,80.20157308,62.992,7.792,21.69489387
18,38,31,52,17.4,4.87,22.62,12.72,101.24,6.890784045,108.5468633,16,15,42,72.50462734,49.811,0.283512886,neutral,63.02354883,45.122,14.162,35.43594101
66,3,69,31,17.37,4.63,22.73,12.19,101.23,7.175344328,104.8216333,18,27,41,7.71667334,92.489,0.071919328,neutral,74.97725897,56.258,-3.467,-0.94648999
89,23,58,23,17.34,4.38,22.83,11.65,101.23,5.938528744,102.8593382,11,18,42,-4.92086764,102.264,1.216530997,acidic,60.05697012,87.888,6.403,-19.35780146
48,33,51,51,17.54,5.96,22.87,20.11,101.23,5.709380472,108.0756727,5,15,38,40.02386546,72.298,1.358609723,acidic,47.99656633,65.104,12.023,6.07729819
57,10,37,78,17.74,7.54,22.91,28.57,101.23,6.184400085,105.6499907,18,23,44,19.99700186,76.932,1.039767549,acidic,73.32908006,58.32,1.143,-15.69499721
1,11,62,7,18.1,8.18,21.76,38.28,101.23,6.553509673,111.6631582,9,8,40,75.63936836,24.134,0.505268993,neutral,47.88745677,30.272,2.244,74.00105254
53,23,56,56,18.45,8.81,20.61,48,101.23,5.885638185,112.4349689,40,27,45,29.83000622,64.543,1.432167198,acidic,99.51994673,67.226,8.841,-2.73049067
37,21,34,20,18.62,8.78,19.95,41.91,101.23,6.143874691,107.3416913,22,23,44,46.04666174,47.904,1.100360013,acidic,77.30071228,56.704,8.027,32.79749261
65,6,25,98,18.8,8.75,19.29,35.82,101.23,6.101198974,105.1834976,9,16,39,11.17630048,82.865,1.029426191,acidic,53.97083928,55.182,0.713,-33.55504928
35,9,41,15,18.77,8.26,19.33,26.48,101.22,6.594037135,111.2818551,12,29,40,41.44462898,53.848,0.622295168,neutral,69.81582599,43.312,2.005,36.11544347
23,38,21,61,18.74,7.78,19.37,17.14,101.22,6.859840821,109.0946323,0,17,42,68.37007354,49.024,#NAME?,neutral,48.80188857,44.44,16.301,25.77161031
69,15,63,81,18.76,8.45,19.27,30,101.22,6.56893406,102.8013275,2,21,44,12.1587345,79.455,0.426413938,neutral,55.79825384,66.226,5.099,-28.34039825
45,3,41,74,18.77,9.12,19.18,42.86,101.22,6.769855664,106.8704803,28,6,40,29.37190394,66.896,0.373652789,neutral,65.23889896,42.02,-0.606,-2.06114409
7,45,25,34,18.72,8.45,19.09,41.43,101.22,7.130837931,108.4758509,8,23,44,88.07782982,39.475,0.012236681,neutral,63.80841345,29.082,20.153,55.45724473
21,42,28,6,18.66,7.78,19,40,101.23,5.740338002,102.860084,29,16,36,73.7279832,50.054,1.515298559,acidic,71.3182366,39.144,18.412,57.1419748
36,6,41,25,18.64,8.09,18.7,35,101.23,5.843005428,103.1969341,17,18,43,40.75061318,56.637,1.353233071,acidic,66.7901038,40.342,0.626,32.54091977
